Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
Datenbankabfrage:;"23.11.2023 14:44"
Zeitbezug:;MEZ
Messstellen-Name:;"Laufen Messstation"
Messstellen-Nr.:;12771
Gewässer:;Salzach
Ostwert:;793265;Nordwert:;5316906;"ETRS89 / UTM Zone 32N"

Datum;"NO3 [mg/l]";"o-PO4-P [mg/l]";Prüfstatus
"1995-05-08 08:55:00";2,5;"< BG";Geprueft
"1995-05-22 09:00:00";3,2;0,007;Geprueft
"1995-06-07 08:40:00";2,4;0,011;Geprueft
"1995-06-21 09:10:00";2,3;0,005;Geprueft
"1995-07-05 09:10:00";2,3;"< BG";Geprueft
"1995-07-19 09:10:00";2,1;"< BG";Geprueft
"1995-08-02 09:10:00";2,4;0,007;Geprueft
"1995-08-16 09:20:00";2,4;0,006;Geprueft
"1995-08-30 09:45:00";2,1;0,006;Geprueft
"1995-09-13 09:45:00";2,4;0,015;Geprueft
"1995-09-27 08:50:00";2,8;0,025;Geprueft
"1995-10-11 09:30:00";2,6;0,022;Geprueft
"1995-10-25 09:20:00";2,6;0,013;Geprueft
"1995-11-06 09:45:00";3,6;0,017;Geprueft
"1995-11-20 09:30:00";4,1;0,03;Geprueft
"1995-12-06 09:15:00";3,1;0,019;Geprueft
"1995-12-20 09:30:00";3,5;0,018;Geprueft
"1996-01-03 09:20:00";4,1;0,036;Geprueft
"1996-01-17 09:20:00";3,9;0,029;Geprueft
"1996-01-31 09:35:00";3,4;0,04;Geprueft
"1996-02-12 09:20:00";2,6;0,035;Geprueft
"1996-02-28 09:20:00";3,2;0,058;Geprueft
"1996-03-13 09:40:00";3,4;0,04;Geprueft
"1996-03-27 09:20:00";4,9;0,025;Geprueft
"1996-04-10 09:30:00";4,9;0,025;Geprueft
"1996-04-23 09:10:00";3,5;0,012;Geprueft
"1996-05-08 10:00:00";2,9;0,018;Geprueft
"1996-05-20 09:35:00";2,6;0,016;Geprueft
"1996-06-03 09:30:00";2,6;0,01;Geprueft
"1996-06-19 09:10:00";2,6;0,023;Geprueft
"1996-07-03 10:45:00";1,7;0,011;Geprueft
"1996-07-17 09:20:00";2,5;0,011;Geprueft
"1996-07-31 10:20:00";2,8;0,013;Geprueft
"1996-08-12 10:20:00";2,7;0,02;Geprueft
"1996-08-26 11:00:00";2,2;0,01;Geprueft
"1996-09-11 09:40:00";2,9;0,015;Geprueft
"1996-09-25 10:50:00";2,7;0,01;Geprueft
"1996-10-09 10:30:00";3,00;0,013;Geprueft
"1996-10-23 10:30:00";2,9;0,009;Geprueft
"1996-11-04 10:20:00";3,6;0,015;Geprueft
"1996-11-20 09:10:00";3,2;0,01;Geprueft
"1996-12-04 10:00:00";3,5;0,026;Geprueft
"1996-12-18 10:25:00";4,1;0,058;Geprueft
"1997-01-02 09:55:00";4,2;0,016;Geprueft
"1997-01-15 09:20:00";3,8;0,023;Geprueft
"1997-01-29 09:20:00";4,00;0,05;Geprueft
"1997-02-12 09:50:00";3,6;0,027;Geprueft
"1997-02-26 13:00:00";3,5;0,025;Geprueft
"1997-03-12 09:35:00";3,6;0,014;Geprueft
"1997-03-24 10:30:00";4,4;0,023;Geprueft
"1997-04-09 10:15:00";3,9;0,026;Geprueft
"1997-04-23 09:20:00";4,3;0,023;Geprueft
"1997-05-05 10:15:00";3,2;0,006;Geprueft
"1997-05-21 09:20:00";2,4;0,008;Geprueft
"1997-06-02 08:50:00";2,7;0,012;Geprueft
"1997-06-18 09:35:00";1,7;0,011;Geprueft
"1997-07-02 08:45:00";1,9;0,009;Geprueft
"1997-07-17 09:50:00";2,3;0,008;Geprueft
"1997-07-30 09:20:00";2,4;"< BG";Geprueft
"1997-08-11 10:15:00";2,9;0,014;Geprueft
"1997-08-27 10:45:00";2,2;0,023;Geprueft
"1997-09-10 09:50:00";2,5;0,012;Geprueft
"1997-09-24 09:25:00";2,4;0,021;Geprueft
"1997-10-08 09:50:00";3,3;0,029;Geprueft
"1997-10-22 10:30:00";2,9;0,016;Geprueft
"1997-11-05 10:40:00";3,1;0,035;Geprueft
"1997-11-19 10:45:00";3,1;0,017;Geprueft
"1997-12-01 09:35:00";3,7;0,047;Geprueft
"1997-12-17 10:00:00";4,1;0,017;Geprueft
"1997-12-29 09:45:00";3,1;0,027;Geprueft
"1998-01-14 10:15:00";4,00;0,025;Geprueft
"1998-01-26 10:00:00";3,8;0,033;Geprueft
"1998-02-11 10:00:00";3,3;0,025;Geprueft
"1998-02-25 10:50:00";3,9;0,055;Geprueft
"1998-03-11 09:30:00";4,1;0,023;Geprueft
"1998-03-25 10:20:00";4,9;0,018;Geprueft
"1998-04-06 10:00:00";3,5;0,032;Geprueft
"1998-04-22 09:40:00";3,7;0,012;Geprueft
"1998-05-06 10:00:00";2,9;0,012;Geprueft
"1998-05-18 09:50:00";2,2;0,027;Geprueft
"1998-06-03 10:20:00";2,1;0,007;Geprueft
"1998-06-17 11:15:00";2,7;0,013;Geprueft
"1998-07-01 10:30:00";1,7;0,015;Geprueft
"1998-07-15 09:50:00";2,00;0,012;Geprueft
"1998-07-27 09:45:00";2,3;0,007;Geprueft
"1998-08-12 10:40:00";1,9;0,013;Geprueft
"1998-08-25 10:10:00";2,1;0,015;Geprueft
"1998-09-09 10:00:00";2,1;0,012;Geprueft
"1998-09-22 13:15:00";2,5;0,017;Geprueft
"1998-10-05 12:15:00";2,8;0,035;Geprueft
"1998-10-21 10:30:00";2,4;0,017;Geprueft
"1998-11-04 10:45:00";3,1;0,017;Geprueft
"1998-11-18 10:50:00";1,8;0,013;Geprueft
"1998-12-02 10:15:00";3,3;0,015;Geprueft
"1998-12-16 10:15:00";4,00;0,022;Geprueft
"1998-12-28 10:00:00";3,9;0,018;Geprueft
"1999-01-13 09:50:00";3,3;0,022;Geprueft
"1999-01-27 09:10:00";3,1;0,023;Geprueft
"1999-02-08 10:20:00";3,9;0,018;Geprueft
"1999-02-24 09:55:00";4,9;0,037;Geprueft
"1999-03-10 09:15:00";4,4;0,02;Geprueft
"1999-03-24 09:20:00";3,4;0,038;Geprueft
"1999-04-07 09:10:00";3,5;0,017;Geprueft
"1999-04-21 09:30:00";3,2;0,02;Geprueft
"1999-05-03 10:00:00";2,2;0,025;Geprueft
"1999-05-19 10:00:00";1,9;0,007;Geprueft
"1999-05-31 10:15:00";2,00;;Geprueft
"1999-06-07 10:10:00";1,6;0,043;Geprueft
"1999-06-16 09:30:00";1,7;0,015;Geprueft
"1999-06-30 09:50:00";2,00;0,005;Geprueft
"1999-07-12 09:30:00";1,6;0,015;Geprueft
"1999-07-28 09:30:00";2,4;0,01;Geprueft
"1999-08-09 13:00:00";2,00;0,037;Geprueft
"1999-08-25 09:55:00";2,1;0,013;Geprueft
